"","sentiment","n","percent"
"1","anger",2843,8.69
"2","anticipation",5657,17.3
"3","disgust",1924,5.88
"4","fear",3598,11
"5","joy",5539,16.94
"6","sadness",3280,10.03
"7","surprise",3447,10.54
"8","trust",6417,19.62
