"","sentiment","n","percent"
"1","anger",596,5.5
"2","anticipation",2255,20.81
"3","disgust",537,4.95
"4","fear",929,8.57
"5","joy",2148,19.82
"6","sadness",920,8.49
"7","surprise",1117,10.31
"8","trust",2336,21.55
