"","mean_senti","Date"
"1",1.35,2008-08-01
"2",0.433333333333333,2008-09-01
"3",0.375,2008-10-01
"4",0.35,2008-11-01
"5",-0.1875,2008-12-01
"6",-0.103571428571429,2009-01-01
"7",-0.132142857142857,2009-02-01
"8",0.182142857142857,2009-03-01
"9",0.472222222222222,2009-04-01
"10",-0.0694444444444444,2009-05-01
"11",0.73,2009-06-01
"12",-0.516666666666667,2009-07-01
"13",0.391666666666667,2009-08-01
"14",0.175,2009-09-01
"15",0.483333333333333,2009-10-01
"16",-0.43,2009-11-01
"17",0.42,2009-12-01
"18",-0.1,2010-01-01
"19",0.425,2010-02-01
"20",0.272916666666667,2010-03-01
"21",0.352272727272727,2010-04-01
"22",0.180555555555556,2010-05-01
"23",-0.291666666666667,2010-06-01
"24",0.567361111111111,2010-07-01
"25",-0.1475,2010-08-01
"26",0.266666666666667,2010-09-01
"27",0.0075,2010-10-01
"28",-0.15,2010-11-01
"29",0.0535714285714286,2010-12-01
"30",0.207291666666667,2011-01-01
"31",-0.0440972222222222,2011-02-01
"32",-0.0431872294372294,2011-03-01
"33",0.079047619047619,2011-04-01
"34",-0.0666666666666667,2011-05-01
"35",0.327205882352941,2011-06-01
"36",-0.0472619047619048,2011-07-01
"37",0.242708333333333,2011-08-01
"38",0.0212820512820513,2011-09-01
"39",0.215625,2011-10-01
"40",-0.00113636363636363,2011-11-01
"41",0.323035714285714,2011-12-01
"42",-0.0455555555555556,2012-01-01
"43",0.442121212121212,2012-02-01
"44",0.228333333333333,2012-03-01
"45",-0.0156349206349206,2012-04-01
"46",0.187,2012-05-01
"47",0.267460317460317,2012-06-01
"48",0.337916666666667,2012-07-01
"49",-0.125595238095238,2012-08-01
"50",0.050462962962963,2012-09-01
"51",0.116666666666667,2012-10-01
"52",-0.049375,2012-11-01
"53",-0.0115942028985507,2012-12-01
"54",0.277335390946502,2013-01-01
"55",0.163653846153846,2013-02-01
"56",0.215912698412698,2013-03-01
"57",0.313122695206029,2013-04-01
"58",0.252799671592775,2013-05-01
"59",0.299732142857143,2013-06-01
"60",0.194237821565408,2013-07-01
"61",0.2357,2013-08-01
"62",0.0600457875457876,2013-09-01
"63",0.239722222222222,2013-10-01
"64",0.376704545454545,2013-11-01
"65",0.357352941176471,2013-12-01
"66",0.226944444444444,2014-01-01
"67",0.348115942028985,2014-02-01
"68",0.268007246376812,2014-03-01
"69",0.227380952380952,2014-04-01
"70",0.181345475512142,2014-05-01
"71",0.248958333333333,2014-06-01
"72",0.113025641025641,2014-07-01
"73",0.0940192743764172,2014-08-01
"74",-0.0438888888888889,2014-09-01
"75",0.3234375,2014-10-01
"76",0.243611111111111,2014-11-01
"77",0.23125,2014-12-01
"78",0.056875,2015-01-01
"79",0.0463636363636364,2015-02-01
"80",0.240705128205128,2015-03-01
"81",0.390641711229947,2015-04-01
"82",0.148618827160494,2015-05-01
"83",0.35787037037037,2015-06-01
"84",0.335,2015-07-01
"85",-0.247619047619048,2015-08-01
"86",0.0520833333333333,2015-09-01
"87",0.207083333333333,2015-10-01
"88",0.155595238095238,2015-11-01
"89",0.129166666666667,2015-12-01
"90",0.0299019607843137,2016-01-01
"91",0.2625,2016-02-01
"92",-0.179398148148148,2016-03-01
"93",-0.105833333333333,2016-04-01
"94",0.0733760683760684,2016-05-01
"95",0.384251165501166,2016-06-01
"96",0.14150641025641,2016-07-01
"97",0.0636309523809524,2016-08-01
"98",0.225833333333333,2016-09-01
"99",0.0142361111111111,2016-10-01
"100",0.281359649122807,2016-11-01
"101",0.00597222222222222,2016-12-01
"102",-0.00819444444444444,2017-01-01
"103",0.21593137254902,2017-02-01
"104",0.0123684210526316,2017-03-01
"105",-0.0302678571428571,2017-04-01
"106",0.303293650793651,2017-05-01
"107",0.101171875,2017-06-01
"108",0.222456140350877,2017-07-01
"109",0.388333333333333,2017-08-01
"110",0.425490196078431,2017-09-01
"111",0.452536231884058,2017-10-01
"112",0.229947916666667,2017-11-01
"113",0.262,2017-12-01
"114",0.245877192982456,2018-01-01
"115",0.372549019607843,2018-02-01
"116",0.273933333333333,2018-03-01
"117",0.238541666666667,2018-04-01
"118",0.622222222222222,2018-05-01
"119",0.368814102564103,2018-06-01
"120",0.815208333333333,2018-07-01
"121",0.434953703703704,2018-08-01
"122",0.46087962962963,2018-09-01
"123",0.790625,2018-10-01
"124",0.185714285714286,2018-11-01
"125",0.709027777777778,2018-12-01
"126",1.21647727272727,2019-01-01
"127",0.634083333333333,2019-02-01
"128",0.582083333333333,2019-03-01
"129",0.293863636363636,2019-04-01
"130",0.314363553113553,2019-05-01
"131",0.524166666666667,2019-06-01
"132",0.400868055555556,2019-07-01
"133",0.194965277777778,2019-08-01
"134",0.284375,2019-09-01
"135",0.304545454545455,2019-10-01
"136",0.669736842105263,2019-11-01
"137",0.208333333333333,2019-12-01
"138",0.286111111111111,2020-01-01
"139",0.43,2020-02-01
"140",0.171153846153846,2020-03-01
"141",0.391587301587302,2020-04-01
"142",0.205989583333333,2020-05-01
"143",0.239259259259259,2020-06-01
"144",0.105357142857143,2020-07-01
"145",0.00365238095238096,2020-08-01
"146",0.483070175438596,2020-09-01
"147",0.298508771929825,2020-10-01
"148",0.359291666666667,2020-11-01
"149",0.75,2020-12-01
"150",0.647149122807018,2021-01-01
"151",0.251222222222222,2021-02-01
"152",0.27421568627451,2021-03-01
"153",0.31031746031746,2021-04-01
"154",0.244375,2021-05-01
"155",0.393137254901961,2021-06-01
"156",0.394298245614035,2021-07-01
"157",0.364322916666667,2021-08-01
