"","sentiment","n","percent"
"1","anger",20,8.03
"2","anticipation",42,16.87
"3","disgust",12,4.82
"4","fear",83,33.33
"5","joy",19,7.63
"6","sadness",15,6.02
"7","surprise",12,4.82
"8","trust",46,18.47
