"","sentiment","n","percent"
"1","anger",15599,6.43
"2","anticipation",30438,12.55
"3","disgust",14063,5.8
"4","fear",20199,8.33
"5","joy",31980,13.19
"6","sadness",81375,33.56
"7","surprise",13452,5.55
"8","trust",35376,14.59
