"","sentiment","n","percent"
"1","anger",91,5.31
"2","anticipation",262,15.29
"3","disgust",84,4.9
"4","fear",356,20.77
"5","joy",186,10.85
"6","sadness",80,4.67
"7","surprise",124,7.23
"8","trust",531,30.98
