"","sentiment","n","percent"
"1","anger",5495,14.75
"2","anticipation",5298,14.22
"3","disgust",4491,12.05
"4","fear",5069,13.6
"5","joy",4732,12.7
"6","sadness",3454,9.27
"7","surprise",2437,6.54
"8","trust",6287,16.87
