"","sentiment","n","percent"
"1","anger",1,8.33
"2","anticipation",3,25
"3","disgust",2,16.67
"4","fear",2,16.67
"5","sadness",1,8.33
"6","surprise",1,8.33
"7","trust",2,16.67
