"","sentiment","n","percent"
"1","anger",15069,10.64
"2","anticipation",21678,15.3
"3","disgust",5816,4.11
"4","fear",18839,13.3
"5","joy",24833,17.53
"6","sadness",20410,14.41
"7","surprise",9744,6.88
"8","trust",25272,17.84
