"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039023320","Urban and transport","Suspected","Urban","Urbanisation - urban development","Suspected"
"2","GB106039023320","Water Industry","Suspected","Not applicable","Sewage discharge (continuous)","Suspected"
