"","sentiment","n","percent"
"1","anger",3315,6.38
"2","anticipation",10081,19.41
"3","disgust",3405,6.56
"4","fear",6490,12.5
"5","joy",9040,17.41
"6","sadness",5688,10.95
"7","surprise",3982,7.67
"8","trust",9926,19.12
