"","sentiment","n","percent"
"1","anger",5193,8.53
"2","anticipation",9884,16.23
"3","disgust",3493,5.74
"4","fear",7613,12.5
"5","joy",8493,13.95
"6","sadness",7375,12.11
"7","surprise",5205,8.55
"8","trust",13629,22.38
