"","sentiment","n","percent"
"1","anger",4581,7.79
"2","anticipation",10252,17.42
"3","disgust",2861,4.86
"4","fear",6218,10.57
"5","joy",9010,15.31
"6","sadness",5504,9.35
"7","surprise",4333,7.36
"8","trust",16078,27.33
