"","X","text","n"
"1",1,"the mississippi river",911
"2",2,"east altonwood river",394
"3",3,"east alton wood river",301
"4",4,"alton gas destructive salt cavern project",300
"5",5,"the flood warning",206
"6",6,"congo river rapids",179
"7",7,"the great river road",152
"8",8,"alton baker park",122
"9",9,"the river rapids",118
"10",10,"the shubenacadie river",109
"11",11,"the river road",102
"12",12,"the floyd river",100
"13",13,"the following river",100
"14",14,"great river road",88
"15",15,"east altonwood river high school",75
"16",16,"a  video",74
"17",17,"great river road alton",74
"18",18,"alton daily news",66
"19",19,"clark bridge clark bridge mississippi river alton",64
"20",20,"severe thunderstorm warning",62
"21",21,"the great rivers",57
"22",22,"the alton river dragons",56
"23",23,"the mother road",52
"24",24,"736 pound catfish",50
"25",25,"the great river",50
