"","sentiment","n","percent"
"1","anger",2123,8.04
"2","anticipation",4996,18.92
"3","disgust",1438,5.45
"4","fear",5073,19.21
"5","joy",3917,14.83
"6","sadness",2060,7.8
"7","surprise",1851,7.01
"8","trust",4948,18.74
