"","sentiment","n","percent"
"1","anger",5,17.24
"2","anticipation",2,6.9
"3","disgust",4,13.79
"4","fear",6,20.69
"5","joy",2,6.9
"6","sadness",4,13.79
"7","surprise",2,6.9
"8","trust",4,13.79
