"","sentiment","n","percent"
"1","anger",597,9.45
"2","anticipation",1196,18.94
"3","disgust",586,9.28
"4","fear",1023,16.2
"5","joy",710,11.24
"6","sadness",682,10.8
"7","surprise",398,6.3
"8","trust",1124,17.8
