"","sentiment","n","percent"
"1","anger",327,6.46
"2","anticipation",860,16.99
"3","disgust",291,5.75
"4","fear",616,12.17
"5","joy",895,17.68
"6","sadness",359,7.09
"7","surprise",388,7.66
"8","trust",1326,26.2
