"","sentiment","n","percent"
"1","anger",69649,7.34
"2","anticipation",178804,18.83
"3","disgust",43181,4.55
"4","fear",123982,13.06
"5","joy",175460,18.48
"6","sadness",77265,8.14
"7","surprise",96433,10.16
"8","trust",184706,19.45
