"","sentiment","n","percent"
"1","anger",365,4.49
"2","anticipation",1447,17.8
"3","disgust",225,2.77
"4","fear",1923,23.65
"5","joy",1218,14.98
"6","sadness",1063,13.08
"7","surprise",652,8.02
"8","trust",1237,15.22
