"","sentiment","n","percent"
"1","anger",6,3.24
"2","anticipation",41,22.16
"3","disgust",31,16.76
"4","fear",5,2.7
"5","joy",29,15.68
"6","sadness",15,8.11
"7","surprise",10,5.41
"8","trust",48,25.95
