"","sentiment","n","percent"
"1","anger",16,7.02
"2","anticipation",38,16.67
"3","disgust",19,8.33
"4","fear",15,6.58
"5","joy",50,21.93
"6","sadness",18,7.89
"7","surprise",22,9.65
"8","trust",50,21.93
