"","mean_senti","Date"
"1",0,2010-02-01
"2",0,2010-03-01
"3",0.3,2010-04-01
"4",0,2010-07-01
"5",0,2010-08-01
"6",0.6,2010-09-01
"7",0.158333333333333,2010-11-01
"8",-0.25,2011-01-01
"9",0,2011-02-01
"10",0,2011-03-01
"11",0,2011-05-01
"12",0,2011-09-01
"13",-0.9,2011-10-01
"14",0.75,2011-11-01
"15",0,2012-03-01
"16",0.6,2012-04-01
"17",0.3,2012-05-01
"18",0,2012-07-01
"19",0,2013-01-01
"20",0,2013-07-01
"21",-0.1625,2013-08-01
"22",0.59375,2013-09-01
"23",0.0833333333333333,2013-10-01
"24",0.875,2013-12-01
"25",0.525,2014-01-01
"26",0,2014-03-01
"27",0.141666666666667,2014-04-01
"28",0,2014-05-01
"29",0.75,2014-06-01
"30",0.341666666666667,2014-08-01
"31",-0.125,2014-09-01
"32",0.338888888888889,2014-10-01
"33",0.5,2014-11-01
"34",0,2015-01-01
"35",0,2015-02-01
"36",0.45,2015-03-01
"37",0.1925,2015-04-01
"38",0.5,2015-06-01
"39",0,2015-08-01
"40",0.375,2015-12-01
"41",0,2016-01-01
"42",0,2016-03-01
"43",0.383333333333333,2016-04-01
"44",0.3,2016-05-01
"45",0.5,2016-07-01
"46",0,2016-09-01
"47",1.4,2016-12-01
"48",2.55,2017-03-01
"49",0,2017-04-01
"50",0.375,2017-08-01
"51",0.4,2018-02-01
"52",1.5,2018-03-01
"53",0.25,2018-04-01
"54",-0.25,2018-07-01
"55",0.325,2018-08-01
"56",0.4,2019-03-01
"57",-0.25,2019-08-01
"58",-0.375,2019-09-01
"59",2.85,2020-02-01
"60",0.55,2020-05-01
"61",0,2020-07-01
"62",-0.2,2020-08-01
"63",0,2020-10-01
"64",0.25,2020-11-01
"65",0.4,2020-12-01
"66",0.5,2021-01-01
"67",0.3,2021-02-01
"68",0.25,2021-04-01
"69",0.125,2021-05-01
"70",0.5,2021-06-01
"71",0,2021-07-01
