"","sentiment","n","percent"
"1","anger",3,7.89
"2","anticipation",9,23.68
"3","disgust",2,5.26
"4","fear",4,10.53
"5","joy",6,15.79
"6","sadness",6,15.79
"7","surprise",5,13.16
"8","trust",3,7.89
