"","X","text","n"
"1",1,"author patricia cornwell visits",10
"2",2,"admiral katrina cornwell",8
"3",3,"star trek discovery",6
"4",4,"a major motion",4
"5",5,"all access star trek talks",4
"6",6,"brook admiral cornwells relationship",4
"7",7,"jayne brook admiral cornwell",4
"8",8,"another popular author",3
"9",9,"author patricia cornwell visits oak brook",3
"10",10,"d oak brook il",3
"11",11,"the butchers knife",3
"12",12,"trek discovery lethecornwell fan theory",3
"13",13,"7 patricia cornwell signs",2
"14",14,"admiral  katrina cornwell",2
"15",15,"admiral cornwell jayne brook",2
"16",16,"as   admiral  katrina cornwell",2
"17",17,"mortuary  1500 16th street suite",2
"18",18,"time sans snappy cell phone",2
"19",19,"vice admiral katrina kat cornwell",2
"20",20,"<u+0001f4f7> angrysublimewitch ethan peck",1
"21",21,"= culber mary chieffo",1
"22",22,"12 patricia cornwell signs",1
"23",23,"16 september 1960 happy birthday",1
"24",24,"16 september happy birthday",1
"25",25,"1949 ed begley",1
