"","mean_senti","Date"
"1",0.1,2009-07-01
"2",0.8,2010-04-01
"3",-0.25,2011-06-01
"4",0.8,2011-07-01
"5",-0.75,2011-09-01
"6",0.4,2012-04-01
"7",0.5,2012-06-01
"8",0.0666666666666667,2012-11-01
"9",0.1,2012-12-01
"10",-0.1,2013-01-01
"11",-1,2013-08-01
"12",0.35,2013-11-01
"13",1.1,2013-12-01
"14",0.5,2015-03-01
"15",1.1,2015-09-01
"16",0.511111111111111,2015-10-01
"17",0.166666666666667,2015-11-01
"18",0,2016-08-01
"19",0.75,2016-09-01
"20",1.3,2017-01-01
"21",0,2017-03-01
"22",1.6,2017-11-01
"23",-0.05,2018-01-01
"24",-0.9,2018-02-01
"25",0,2018-03-01
"26",1.45,2018-07-01
"27",1.3,2018-12-01
"28",1.3,2019-01-01
"29",0.0666666666666667,2019-03-01
"30",2.4875,2019-04-01
"31",1.7,2019-06-01
"32",0.2,2019-08-01
"33",-0.6,2019-09-01
"34",1.15,2019-10-01
"35",-0.25,2019-11-01
"36",1.35,2020-04-01
"37",1.8,2020-06-01
"38",1.65,2020-08-01
"39",0.5,2020-09-01
"40",0.04375,2020-10-01
"41",0,2020-11-01
"42",0.75,2021-02-01
"43",1,2021-03-01
"44",0.75,2021-04-01
"45",0.6,2021-05-01
"46",1.11666666666667,2021-06-01
