"","sentiment","n","percent"
"1","anger",2,5.13
"2","anticipation",3,7.69
"3","disgust",3,7.69
"4","fear",3,7.69
"5","joy",6,15.38
"6","sadness",11,28.21
"7","surprise",2,5.13
"8","trust",9,23.08
