"","sentiment","n","percent"
"1","anger",626,12.43
"2","anticipation",686,13.62
"3","disgust",293,5.82
"4","fear",982,19.5
"5","joy",639,12.69
"6","sadness",719,14.28
"7","surprise",331,6.57
"8","trust",759,15.07
