"","sentiment","n","percent"
"1","anger",763,7.37
"2","anticipation",2209,21.33
"3","disgust",538,5.2
"4","fear",1190,11.49
"5","joy",1788,17.27
"6","sadness",881,8.51
"7","surprise",989,9.55
"8","trust",1998,19.29
