"","sentiment","n","percent"
"1","anger",178,7.22
"2","anticipation",501,20.31
"3","disgust",136,5.51
"4","fear",586,23.75
"5","joy",240,9.73
"6","sadness",218,8.84
"7","surprise",224,9.08
"8","trust",384,15.57
