"","sentiment","n","percent"
"1","anger",1688,7.67
"2","anticipation",3470,15.77
"3","disgust",1879,8.54
"4","fear",4218,19.16
"5","joy",3078,13.99
"6","sadness",2298,10.44
"7","surprise",1899,8.63
"8","trust",3479,15.81
