"","sentiment","n","percent"
"1","anger",226,3.91
"2","anticipation",1584,27.4
"3","disgust",120,2.08
"4","fear",774,13.39
"5","joy",517,8.94
"6","sadness",165,2.85
"7","surprise",262,4.53
"8","trust",2133,36.9
