"","sentiment","n","percent"
"1","anger",384,4.63
"2","anticipation",1466,17.69
"3","disgust",235,2.84
"4","fear",1944,23.45
"5","joy",1249,15.07
"6","sadness",1080,13.03
"7","surprise",664,8.01
"8","trust",1267,15.29
