"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039017780","Water Industry","Probable","Waste water treatment","Sewage discharge (continuous)","Probable"
"2","GB106039017780","Water Industry","Probable","Other (not in list)","Sewage discharge (continuous)","Probable"
