"","sentiment","n","percent"
"1","anger",36,4.86
"2","anticipation",242,32.7
"3","disgust",18,2.43
"4","fear",102,13.78
"5","joy",109,14.73
"6","sadness",45,6.08
"7","surprise",66,8.92
"8","trust",122,16.49
