"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039023600","Water Industry","Confirmed","Waste water treatment","Sewage discharge (continuous)","Confirmed"
"2","GB106039023600","Water Industry","Confirmed","Waste water treatment","Sewage discharge (continuous)","Confirmed"
"3","GB106039023600","Agriculture and rural land management","Confirmed","Agriculture - Arable","Poor nutrient management","Confirmed"
"4","GB106039023600","Agriculture and rural land management","Probable","","Land drainage - operational management","Probable"
