"","X","text","n"
"1",1,"exit 65 river rd",245
"2",2,"corner brook mill",225
"3",3,"bobbin brook bobbin trace",170
"4",4,"bobbin mill woods",162
"5",5,"the river thames",150
"6",6,"stony brook grist mill",146
"7",7,"another raw pic",139
"8",8,"mill river parkway",131
"9",9,"saw mill river parkway nb",129
"10",10,"bobbin trace bobbin mill woods",128
"11",11,"the old post office wallingford and river trail pub walk",127
"12",12,"the dangerous millbrook projects",126
"13",13,"saw mill river parkway sb",118
"14",14,"135th137th st brook",105
"15",15,"the old post office wallingford and river trail free pub walk",105
"16",16,"the twin blockbusters",105
"17",17,"the third avenue bridge",103
"18",18,"nicki minaj and safaree samuels",102
"19",19,"ave st anns",100
"20",20,"bobbin mill woods bobbin brook",100
"21",21,"e 135th137th st brook",100
"22",22,"the 5 boro twins",100
"23",23,"the bronx cypress",98
"24",24,"135th137th st st anns",97
"25",25,"nyc twin chands chillen",97
