"","created_at","mean_senti"
"1",2009-12-18,1.55
"2",2010-05-13,-1.25
"3",2010-05-27,1.25
"4",2011-05-06,0.75
"5",2011-05-29,0
"6",2011-07-17,0.5
"7",2012-04-03,0.4
"8",2012-04-11,0
"9",2012-04-13,-0.5
"10",2012-05-26,0.8
"11",2012-06-06,0.5
"12",2012-08-01,0
"13",2012-08-18,-0.3
"14",2012-08-19,0.75
"15",2012-08-20,-0.65
"16",2013-05-25,1.95
"17",2013-05-28,1.85
"18",2013-06-27,1.85
"19",2013-07-10,0.8
"20",2013-10-13,-1.05
"21",2014-02-05,0
"22",2014-03-24,0
"23",2014-04-06,0.75
"24",2014-04-24,0.5
"25",2014-05-17,-0.8
"26",2014-06-23,1.575
"27",2014-07-08,0
"28",2014-07-11,-0.25
"29",2014-09-04,0.05
"30",2014-10-09,0
"31",2014-12-15,1
"32",2015-01-17,1.9
"33",2015-07-22,0.1
"34",2015-08-15,0.25
"35",2015-08-19,0
"36",2016-04-15,0
"37",2016-04-30,1
"38",2017-06-26,0
"39",2017-07-07,0.25
"40",2017-09-01,0
"41",2017-09-03,1.25
"42",2017-09-30,-0.75
"43",2018-04-10,1.85
"44",2018-08-21,0.3
"45",2018-09-18,0.8
"46",2019-01-20,0
"47",2019-04-15,0
"48",2019-11-12,-0.6
"49",2020-01-20,-0.75
"50",2020-02-10,-1
"51",2020-02-19,0.1
"52",2020-02-23,0.4
"53",2020-03-11,0.4
"54",2020-03-30,0.75
"55",2020-04-22,1.15
"56",2020-06-26,0
"57",2020-07-31,0
"58",2020-08-20,-1.25
"59",2020-10-27,0.4
"60",2020-12-10,-0.25
"61",2020-12-16,0.4
"62",2021-03-16,0.55
"63",2021-04-19,0.75
"64",2021-04-29,1.8
"65",2021-05-07,1.1
"66",2021-05-23,0.1
"67",2021-06-12,0.55
"68",2021-06-13,0
"69",2021-06-24,2.05
"70",2021-07-14,0.75
"71",2021-07-15,0.75
"72",2021-07-21,0.25
"73",2021-08-01,1.95
