"","sentiment","n","percent"
"1","anger",43,8.55
"2","anticipation",75,14.91
"3","disgust",10,1.99
"4","fear",205,40.76
"5","joy",65,12.92
"6","sadness",16,3.18
"7","surprise",13,2.58
"8","trust",76,15.11
