"","mean_senti","Date"
"1",-0.875,2011-02-01
"2",0,2011-03-01
"3",-0.375,2011-04-01
"4",0,2011-09-01
"5",-0.25,2011-11-01
"6",0,2012-03-01
"7",0.6,2012-04-01
"8",-0.5,2012-05-01
"9",-0.2,2012-06-01
"10",0.8,2012-07-01
"11",0,2012-11-01
"12",2.4,2013-01-01
"13",-0.75,2013-03-01
"14",0.75,2013-08-01
"15",0.25,2013-10-01
"16",0.65,2014-06-01
"17",1.15,2014-08-01
"18",0,2014-11-01
"19",-0.25,2015-03-01
"20",0.0295454545454546,2015-04-01
"21",0.6,2015-08-01
"22",-0.5,2016-04-01
"23",0,2016-06-01
"24",0.775,2016-09-01
"25",0.65,2016-11-01
"26",-0.375,2017-03-01
"27",0,2017-06-01
"28",0,2017-07-01
"29",2,2018-03-01
"30",2.9,2018-04-01
"31",0.4,2018-05-01
"32",1.55,2018-07-01
"33",0.65,2018-08-01
"34",0.8,2018-10-01
"35",0,2019-03-01
"36",0.6,2019-07-01
"37",0.560416666666667,2020-02-01
"38",0.25,2020-03-01
"39",1.575,2020-04-01
"40",0,2020-06-01
"41",2.5,2020-11-01
"42",0.4,2021-02-01
"43",0,2021-03-01
"44",0.5,2021-04-01
