"","sentiment","n","percent"
"1","anger",20,4.08
"2","anticipation",109,22.24
"3","disgust",6,1.22
"4","fear",35,7.14
"5","joy",115,23.47
"6","sadness",32,6.53
"7","surprise",60,12.24
"8","trust",113,23.06
