"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB30641559","Recreation","Confirmed","Recreation","Other (not in list, must add details in comments)","Confirmed"
"2","GB30641559","No sector responsible","Not applicable","Not applicable","Other (not in list, must add details in comments)","Probable"
"3","GB30641559","Recreation","Probable","Recreation","Recreation","Probable"
"4","GB30641559","Agriculture and rural land management","Suspected","","Land drainage - operational management","Suspected"
