"","sentiment","n","percent"
"1","anger",55,3.64
"2","anticipation",351,23.2
"3","disgust",29,1.92
"4","fear",125,8.26
"5","joy",392,25.91
"6","sadness",114,7.53
"7","surprise",153,10.11
"8","trust",294,19.43
