"","sentiment","n","percent"
"1","anger",31,18.67
"2","anticipation",12,7.23
"3","disgust",25,15.06
"4","fear",41,24.7
"5","joy",15,9.04
"6","sadness",19,11.45
"7","surprise",6,3.61
"8","trust",17,10.24
