"","sentiment","n","percent"
"1","anger",381,4.63
"2","anticipation",1456,17.7
"3","disgust",234,2.84
"4","fear",1937,23.54
"5","joy",1230,14.95
"6","sadness",1076,13.08
"7","surprise",660,8.02
"8","trust",1254,15.24
