"","sentiment","n","percent"
"1","anger",46,5.11
"2","anticipation",183,20.31
"3","disgust",58,6.44
"4","fear",63,6.99
"5","joy",180,19.98
"6","sadness",79,8.77
"7","surprise",93,10.32
"8","trust",199,22.09
