"","sentiment","n","percent"
"1","anger",7,4.86
"2","anticipation",19,13.19
"3","disgust",9,6.25
"4","fear",29,20.14
"5","joy",17,11.81
"6","sadness",26,18.06
"7","surprise",15,10.42
"8","trust",22,15.28
