"","sentiment","n","percent"
"1","anger",4570,7.43
"2","anticipation",10402,16.91
"3","disgust",2267,3.69
"4","fear",8715,14.17
"5","joy",10003,16.26
"6","sadness",6038,9.82
"7","surprise",5270,8.57
"8","trust",14240,23.15
