"","sentiment","n","percent"
"1","anger",8,1.11
"2","anticipation",47,6.53
"3","disgust",6,0.83
"4","fear",530,73.61
"5","joy",44,6.11
"6","sadness",18,2.5
"7","surprise",29,4.03
"8","trust",38,5.28
