"","sentiment","n","percent"
"1","anger",8,1.05
"2","anticipation",184,24.12
"3","disgust",6,0.79
"4","fear",22,2.88
"5","joy",181,23.72
"6","sadness",153,20.05
"7","surprise",27,3.54
"8","trust",182,23.85
