"","sentiment","n","percent"
"1","anger",60,8.39
"2","anticipation",99,13.85
"3","disgust",44,6.15
"4","fear",231,32.31
"5","joy",80,11.19
"6","sadness",51,7.13
"7","surprise",41,5.73
"8","trust",109,15.24
