"","sentiment","n","percent"
"1","anger",118,12.16
"2","anticipation",74,7.63
"3","disgust",14,1.44
"4","fear",600,61.86
"5","joy",47,4.85
"6","sadness",19,1.96
"7","surprise",28,2.89
"8","trust",70,7.22
