"","sentiment","n","percent"
"1","anger",19,4.23
"2","anticipation",49,10.91
"3","disgust",3,0.67
"4","fear",272,60.58
"5","joy",31,6.9
"6","sadness",8,1.78
"7","surprise",23,5.12
"8","trust",44,9.8
