"","sentiment","n","percent"
"1","anger",221,8.46
"2","anticipation",551,21.09
"3","disgust",137,5.25
"4","fear",370,14.17
"5","joy",395,15.12
"6","sadness",235,9
"7","surprise",226,8.65
"8","trust",477,18.26
