"","sentiment","n","percent"
"1","anger",32,5.41
"2","anticipation",59,9.98
"3","disgust",119,20.14
"4","fear",88,14.89
"5","joy",31,5.25
"6","sadness",46,7.78
"7","surprise",22,3.72
"8","trust",194,32.83
