"","sentiment","n","percent"
"1","anger",2247,6.4
"2","anticipation",5719,16.3
"3","disgust",2033,5.79
"4","fear",3341,9.52
"5","joy",5782,16.48
"6","sadness",3522,10.04
"7","surprise",2651,7.56
"8","trust",9788,27.9
