"","sentiment","n","percent"
"1","anger",85,10.6
"2","anticipation",135,16.83
"3","disgust",59,7.36
"4","fear",118,14.71
"5","joy",140,17.46
"6","sadness",51,6.36
"7","surprise",68,8.48
"8","trust",146,18.2
