"","X","text","n"
"1",1,"and ice cream parlor",16
"2",2,"the  documentary",5
"3",3,"a public inquiry",4
"4",4,"brook house immigration removal centre",4
"5",5,"brook house detention centre",3
"6",6,"brook house hotel",3
"7",7,"new brookhouse book",3
"8",8,"the public inquiry",3
"9",9,"brook house college",2
"10",10,"immigration  centre",2
"11",11,"immigration centre abuse",2
"12",12,"last hmip report",2
"13",13,"new kings road",2
"14",14,"read yanns prolonged experience",2
"15",15,"the brook house",2
"16",16,"the brook house inquiry",2
"17",17,"the daytoday reality",2
"18",18,"the dog house",2
"19",19,"the independent monitoring board reports",2
"20",20,"> saturday 23rd march jessie j tribute night under £20 bookings",1
"21",21,"1000s more crossparty calls",1
"22",22,"2 former detainees",1
"23",23,"297x420mm edition",1
"24",24,"3 claimants",1
"25",25,"65 new kings",1
