"","sentiment","n","percent"
"1","anger",113,13.29
"2","anticipation",155,18.24
"3","disgust",66,7.76
"4","fear",163,19.18
"5","joy",65,7.65
"6","sadness",134,15.76
"7","surprise",49,5.76
"8","trust",105,12.35
