"","sentiment","n","percent"
"1","anger",640,9.05
"2","anticipation",1140,16.12
"3","disgust",431,6.1
"4","fear",982,13.89
"5","joy",1084,15.33
"6","sadness",745,10.54
"7","surprise",571,8.08
"8","trust",1477,20.89
