"","sentiment","n","percent"
"1","anger",79,4.72
"2","anticipation",227,13.55
"3","disgust",59,3.52
"4","fear",750,44.78
"5","joy",190,11.34
"6","sadness",66,3.94
"7","surprise",82,4.9
"8","trust",222,13.25
