"","sentiment","n","percent"
"1","anger",3834,7.57
"2","anticipation",8070,15.94
"3","disgust",1781,3.52
"4","fear",7347,14.51
"5","joy",8323,16.44
"6","sadness",4678,9.24
"7","surprise",4330,8.55
"8","trust",12276,24.24
