"","sentiment","n","percent"
"1","anger",5,5.43
"2","anticipation",18,19.57
"3","disgust",4,4.35
"4","fear",6,6.52
"5","joy",14,15.22
"6","sadness",19,20.65
"7","surprise",9,9.78
"8","trust",17,18.48
