"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039017890","No sector responsible","Not applicable","Not applicable","Drought","Probable"
"2","GB106039017890","Agriculture and rural land management","Probable","Not applicable","Land drainage - operational management","Probable"
